kd_kel;kd_kec;nm_kel
3201192003;320119;Kalongsawah
3201192004;320119;Sipak
3201192005;320119;Jasinga
3201192006;320119;Koleang
3201192007;320119;Cikopomayak
3201192008;320119;Setu
3201192009;320119;Barengkok
3201192010;320119;Bagoang
3201192011;320119;Pangaur
3201192012;320119;Pamagersari
3201192013;320119;Jugala Jaya
3201192014;320119;Tegalwangi
3201192015;320119;Neglasari
3201192016;320119;Wirajaya
3201202001;320120;Jagabaya
3201202002;320120;Gorowong
3201202003;320120;Dago
3201202004;320120;Pingku
3201202005;320120;Cikuda
3201202006;320120;Parungpanjang
3201202007;320120;Lumpang
3201202008;320120;Cibunar
3201202009;320120;Jagabita
3201202010;320120;Gintungcilejet
3201202011;320120;Kabasiran
3201212001;320121;Malasari
3201212002;320121;Curugbitung
3201212003;320121;Cisarua
3201212004;320121;Bantarkaret
3201212005;320121;Hambaro
3201212006;320121;Kalongliud
3201212007;320121;Nanggung
3201212008;320121;Parakanmuncang
3201212009;320121;Pangkaljaya
3201212010;320121;Sukaluyu
3201212011;320121;Batu Tulis
3201222001;320122;Sukamaju
3201222002;320122;Cigudeg
3201222003;320122;Bunar
3201222004;320122;Banyuresmi
3201222005;320122;Cintamanik
3201222006;320122;Argapura
3201222007;320122;Bangunjaya
3201222008;320122;Rengasjajar
3201222009;320122;Batujajar
3201222010;320122;Wargajaya
3201222011;320122;Sukaraksa
3201222012;320122;Banyuwangi
3201222013;320122;Banyuasih
3201222014;320122;Mekarjaya
3201222015;320122;Tegalega
3201232001;320123;Tapos
3201232002;320123;Ciomas
3201232003;320123;Batok
3201232004;320123;Babakan
3201232005;320123;Tenjo
3201232006;320123;Cilaku
3201232007;320123;Singabraja
3201232008;320123;Singabangsa
3201232009;320123;Bojong
3201242001;320124;Cileungsi
3201242002;320124;Citapen
3201242003;320124;Cibedug
3201242004;320124;Jambuluwuk
3201242005;320124;Bantarsari
3201242006;320124;Telukpinang
3201242007;320124;Banjar Waru
3201242008;320124;Bendungan
3201242009;320124;Pandan Sari
3201242010;320124;Bojong Murni
3201242011;320124;Banjar Wangi
3201242012;320124;Ciawi
3201242013;320124;Bitungsari
3201252001;320125;Batulayang
3201252002;320125;Jogjogan
3201252003;320125;Cibeureum
3201252004;320125;Cilember
3201252005;320125;Citeko
3201252006;320125;Tugu Selatan
3201252007;320125;Leuwimalang
3201252008;320125;Kopo
3201252009;320125;Tugu Utara
3201251010;320125;Cisarua
3201262001;320126;Sukamaju
3201262002;320126;Kuta
3201262003;320126;Gadog
3201262004;320126;Sukakarya
3201262005;320126;Megamendung
3201262006;320126;Cipayung Datar
3201262007;320126;Sukamanah
3201262008;320126;Sukagalih
3201262009;320126;Cipayung Girang
3201262010;320126;Sukamahi
3201262011;320126;Sukaresmi
3201262012;320126;Pasir Angin
3201272001;320127;Pasir Muncang
3201272002;320127;Cimande Hilir
3201272003;320127;Ciderum
3201272004;320127;Caringin
3201272005;320127;Ciherang Pondok
3201272006;320127;Cinagara
3201272007;320127;Cimande
3201272008;320127;Pancawati
3201272009;320127;Muarajaya
3201272010;320127;Basir Buncir
3201272011;320127;Lemah Duhur
3201272012;320127;Tangkil
3201282001;320128;Cijeruk
3201282002;320128;Cipelang
3201282003;320128;Warung Menteng
3201282004;320128;Tajur Halang
3201282005;320128;Cipicung
3201282006;320128;Cibalung
3201282007;320128;Sukaharja
3201282008;320128;Palasari
3201282009;320128;Tanjungsari
3201292001;320129;Mekarjaya
3201292002;320129;Sukaharja
3201291003;320129;Padasuka
3201292004;320129;Parakan
3201292005;320129;Ciomas
3201292006;320129;Pagelaran
3201292007;320129;Sukamakmur
3201292008;320129;Ciapaus
3201292009;320129;Kota Batu
3201292010;320129;Laladon
3201292011;320129;Ciomas Rahayu
3201302001;320130;Sukadamai
3201302002;320130;Ciherang
3201302003;320130;Sinarsari
3201302004;320130;Sukawening
3201302005;320130;Petir
3201302006;320130;Purwasari
3201302007;320130;Cikarawang
3201302008;320130;Babakan
3201302009;320130;Dramaga
3201302010;320130;Neglasari
3201312001;320131;Sukamantri
3201312002;320131;Sinargalih
3201312003;320131;Pasireurih
3201312004;320131;Tamansari
3201312005;320131;Sukaluyu
3201312006;320131;Sukaresmi
3201312007;320131;Sukajaya
3201312008;320131;Sukajadi
3201322001;320132;Klapanunggal
3201322002;320132;Bojong
3201322003;320132;Nambo
3201322004;320132;Lulut
3201322005;320132;Cikahuripan
3201322006;320132;Kembang Kuning
3201322007;320132;Bantar Jati
3201322008;320132;Leuwikaret
3201322009;320132;Ligarmukti
3201332001;320133;Putat Nutug
3201332002;320133;Ciseeng
3201332003;320133;Parigi Mekar
3201332004;320133;Cibentang
3201332005;320133;Cibeuteung Udik
3201332006;320133;Karihkil
3201332007;320133;Babakan
3201332008;320133;Cihoe
3201332009;320133;Cibeuteung Muara
3201332010;320133; Kuripan
3201342001;320134;Bantarjaya
3201342002;320134;Bantarsari
3201342003;320134;Pasirgaok
3201342004;320134;Rancabungur
3201342005;320134;Mekarsari
3201342006;320134;Candali
3201342007;320134;Cimulang
3201352001;320135;Cisarua
3201352002;320135;Kiarasari
3201352003;320135;Sukajaya
3201352004;320135;Cipayung
3201352005;320135;Cileuksa
3201352006;320135;Kiarapandak
3201352007;320135;Harkat Jaya
3201352008;320135;Sukamulih
3201352009;320135;Pasirmadang
3201352010;320135;Urug
3201352011;320135;Jayaraharja
3201362001;320136;Tanjungsari
3201362002;320136;Selawangi
3201362003;320136;Tanjungrasa
3201362004;320136;Antajaya
3201362005;320136;Pasir Tanjung
3201362006;320136;Cibadak
3201362007;320136;Sukarasa
3201362008;320136;Sirnasari
3201362009;320136;Buanajaya
3201362010;320136;Sirnarasa
3201372001;320137;Tajurhalang
3201372002;320137;Citayam
3201372003;320137;Sasak Panjang
3201372004;320137;Nanggerang
3201372005;320137;Sukmajaya
3201372006;320137;Tonjong
3201372007;320137;Kalisuren
3201382001;320138;Cigombong
3201382002;320138;Watesjaya
3201382003;320138;Ciburuy
3201382004;320138;Srogol
3201382005;320138;Cisalada
3201382006;320138;Tugujaya
3201382007;320138;Pasirjaya
3201382008;320138;Ciburayut
3201382009;320138;Ciadeg
3201392001;320139;Leuwisadeng
3201392002;320139;Babakan Sadeng
3201392003;320139;Sadeng Kolot
3201392004;320139;Wangunjaya
3201392005;320139;Kalong I
3201392006;320139;Kalong II
3201392007;320139;Sadeng
3201392008;320139;Sibanteng
3201402001;320140;Tapos I
3201402002;320140;Tapos II
3201402003;320140;Cibitung Tengah
3201402004;320140;Situdaun
3201402005;320140;Cinangneng
3201402006;320140;Gunungmalang
3201402007;320140;Gunung Mulya
